species_id,tautomer_id,protomer_id,protomer_smiles,is_zwitterion,conformer_qm_count,conformer_labels,conformer_gas_sp_energy_kcal_mol_list,conformer_gas_sp_energy_xtb_kcal_mol_list,conformer_solvation_free_energy_kcal_mol_list,conformer_rrho_contribution_kcal_mol_list,conformer_solution_phase_free_energy_kcal_mol_list,solvation_free_energy_kcal_mol,gas_sp_energy_kcal_mol,gas_sp_energy_xtb_kcal_mol,rrho_contribution_kcal_mol,solution_phase_free_energy_kcal_mol,delta_g_kcal_mol,boltzmann_fraction,workflow_status,connectivity_mismatch,screening_solution_phase_free_energy_kcal_mol,screening_solvation_free_energy_kcal_mol,screening_gas_sp_energy_kcal_mol,screening_gas_sp_energy_xtb_kcal_mol,screening_rrho_contribution_kcal_mol,screening_delta_kcal_mol,screening_placeholder_solution_phase_free_energy_kcal_mol,screening_skipped_postopt,solvent,degeneracy,formal_charge
DCXYFEDJOCDNAF-REOHCLBHSA-N,0,0,NC(=O)C[C@H](N)C(=O)O,False,8,"[""conf 6/8"", ""conf 3/8"", ""conf 1/8"", ""conf 2/8"", ""conf 7/8"", ""conf 4/8"", ""conf 8/8"", ""conf 5/8""]","[-309055.4826845818, -309053.22729156876, -309053.4942303296, -309051.754952983, -309056.21226078604, -309052.2511134101, -309054.1778349739, -309051.106671391]","[-19259.73596578894, -19258.624159271232, -19258.743484934796, -19257.46460226196, -19261.2819056832, -19257.671372830948, -19257.89245099433, -19256.845040295786]","[-20.122346304781427, -19.565745401287458, -19.90585553622966, -21.157109427511482, -16.68359438691564, -20.371467565984478, -18.168281802548936, -17.668156751720645]","[59.94744567904323, 58.9327443736816, 59.79008903887147, 59.81335199667532, 59.85276423270656, 60.024732730303896, 59.863353827821996, 59.776121698936734]","[-309015.6575852075, -309013.8602925964, -309013.6099968269, -309013.09871041385, -309013.0430909402, -309012.5978482458, -309012.48276294867, -309008.99870644376]",-21.449787198685215,-309056.38689541601,-19261.341772973818,58.399259769693913,-309015.72238817054,5.5404125347267836,8.6858376220838365e-05,conformer_refined,false,,,,,,,,,water,,0
DCXYFEDJOCDNAF-REOHCLBHSA-N,0,1,N[C@@H](CC([NH3+])=O)C(=O)[O-],True,1,"[""conf 1/1""]",[-309023.29212119477],[-19222.606964613085],[-38.19712919569496],[60.07132316455321],[-309001.4179272259],-38.197129195694963,-309023.29212119477,-19222.606964613085,60.071323164553213,-309001.41792722588,19.844873479392845,2.8416400949301434e-15,conformer_refined,false,,,,,,,,,water,,0
DCXYFEDJOCDNAF-REOHCLBHSA-N,0,2,NC(=O)C[C@H]([NH3+])C(=O)[O-],True,2,"[""conf 2/2"", ""conf 1/2""]","[-309041.4941911753, -309044.0750037994]","[-19242.603726619138, -19245.414447073577]","[-39.816103638777754, -36.438220139896096]","[60.21561601693696, 60.07881321615462]","[-309021.0946787972, -309020.4344107231]",-39.818080366527013,-309044.08255745476,-19245.419581851489,59.732595670170937,-309021.26280070527,0,0.99991314162130229,conformer_refined,false,,,,,,,,,water,,0
DCXYFEDJOCDNAF-REOHCLBHSA-N,0,3,[NH-]C(=O)C[C@H]([NH3+])C(=O)O,True,4,"[""conf 1/4"", ""conf 3/4"", ""conf 2/4"", ""conf 4/4""]","[-309018.264296525, -309020.3407116862, -309023.33308949176, -309023.0136524211]","[-19223.55862210735, -19225.71284075005, -19228.114062220247, -19224.675209826193]","[-47.3625325738606, -43.28811355876889, -39.48854369331682, -37.30167317620692]","[60.242397958137516, 59.892101937555026, 59.91210318896403, 60.75092446913255]","[-309005.38443114073, -309003.7367233074, -309002.9095299961, -308999.5644011282]",-47.3631443784044,-309023.60778652283,-19228.126286648443,59.29163908748729,-309005.428585949,15.834214756265283,2.4740149337646393e-12,conformer_refined,false,,,,,,,,,water,,0
DCXYFEDJOCDNAF-REOHCLBHSA-N,0,4,[NH-][C@@H](CC([NH3+])=O)C(=O)O,True,1,,[-308925.17224873183],[-19137.770093883242],[-45.279201119971106],[57.11852397219864],[-308913.3329258796],-45.279201119971106,,-19137.770093883242,57.118523972198638,-308947.66487041494,73.597930290328804,1.1279893690786843e-54,post_xtb_screened_out,,-308913.33292587957,-45.279201119971106,-308925.17224873183,-19137.770093883242,57.118523972198638,73.597930290328804,-308947.66487041494,true,water,1,0
