species_id,tautomer_id,protomer_id,protomer_smiles,is_zwitterion,conformer_qm_count,conformer_labels,conformer_gas_sp_energy_kcal_mol_list,conformer_gas_sp_energy_xtb_kcal_mol_list,conformer_solvation_free_energy_kcal_mol_list,conformer_rrho_contribution_kcal_mol_list,conformer_solution_phase_free_energy_kcal_mol_list,solvation_free_energy_kcal_mol,gas_sp_energy_kcal_mol,gas_sp_energy_xtb_kcal_mol,rrho_contribution_kcal_mol,solution_phase_free_energy_kcal_mol,delta_g_kcal_mol,boltzmann_fraction,workflow_status,connectivity_mismatch,screening_solution_phase_free_energy_kcal_mol,screening_solvation_free_energy_kcal_mol,screening_gas_sp_energy_kcal_mol,screening_gas_sp_energy_xtb_kcal_mol,screening_rrho_contribution_kcal_mol,screening_delta_kcal_mol,screening_placeholder_solution_phase_free_energy_kcal_mol,screening_skipped_postopt,solvent,degeneracy,formal_charge
MTCFGRXMJLQNBG-REOHCLBHSA-N,0,0,N[C@@H](CO)C(=O)O,False,10,"[""conf 1/10"", ""conf 8/10"", ""conf 9/10"", ""conf 3/10"", ""conf 5/10"", ""conf 2/10"", ""conf 10/10"", ""conf 6/10"", ""conf 4/10"", ""conf 7/10""]","[-250384.33252279312, -250381.22025069993, -250381.53541058316, -250383.05852417272, -250383.30898289444, -250381.7474145906, -250380.33740643866, -250380.0215272363, -250379.6327912322, -250380.54051446452]","[-15752.513149854965, -15748.816865196914, -15750.796095313994, -15750.953683374639, -15751.347303824636, -15749.650766798415, -15749.530019097354, -15746.603189245905, -15747.995783489723, -15749.410792782348]","[-11.898207137710438, -13.349009041744326, -13.215349523768886, -12.709576887674029, -11.615827874382044, -13.119340574237231, -13.560479734503591, -12.761032664547201, -12.807468365627871, -12.240827310548893]","[48.01170532971084, 46.4512835057435, 47.016561429522085, 48.08564475660698, 47.85179410349025, 48.09563584824629, 47.869854070254966, 47.15741062913897, 47.82552636175051, 48.171706860819846]","[-250348.21902460113, -250348.11797623592, -250347.7341986774, -250347.68245630377, -250347.07301666532, -250346.77111931657, -250346.0280321029, -250345.62514927168, -250344.61473323606, -250344.60963491423]",-14.338351291936128,-250384.49922993139,-15752.66361992704,45.977489138830698,-250348.86236448205,6.0769158266775776,3.5121619579087815e-05,conformer_refined,false,,,,,,,,,water,,0
MTCFGRXMJLQNBG-REOHCLBHSA-N,0,1,[NH3+][C@@H](CO)C(=O)[O-],True,1,"[""conf 1/1""]",[-250367.67898569835],[-15732.1332999484],[-35.294270368679065],[48.033975758289614],[-250354.93928030872],-35.294270368679065,-250367.67898569835,-15732.1332999484,48.033975758289614,-250354.93928030872,0,0.99996487838042092,conformer_refined,false,,,,,,,,,water,,0
MTCFGRXMJLQNBG-REOHCLBHSA-N,0,2,[NH3+][C@@H](C[O-])C(=O)O,True,1,,[-250280.44936166334],[-15645.737239114113],[-62.939200248528934],[46.12915340729174],[-250297.2594085046],-62.939200248528934,,-15645.737239114113,46.129153407291739,-250317.00162094986,37.937659358867677,1.5541304190709277e-28,post_xtb_screened_out,,-250297.25940850459,-62.939200248528934,-250280.44936166334,-15645.737239114113,46.129153407291739,37.937659358867677,-250317.00162094986,true,water,1,0
