species_id,tautomer_id,protomer_id,protomer_smiles,is_zwitterion,conformer_qm_count,conformer_labels,conformer_gas_sp_energy_kcal_mol_list,conformer_gas_sp_energy_xtb_kcal_mol_list,conformer_solvation_free_energy_kcal_mol_list,conformer_rrho_contribution_kcal_mol_list,conformer_solution_phase_free_energy_kcal_mol_list,solvation_free_energy_kcal_mol,gas_sp_energy_kcal_mol,gas_sp_energy_xtb_kcal_mol,rrho_contribution_kcal_mol,solution_phase_free_energy_kcal_mol,delta_g_kcal_mol,boltzmann_fraction,workflow_status,connectivity_mismatch,formal_charge,solvent
CLSMGVKFVKUSKS-UHFFFAOYSA-N,0,0,CCCC(CCC)(CCC)C(C(=O)O)N(C)C,False,9,"[""conf 5/10"", ""conf 2/10"", ""conf 6/10"", ""conf 7/10"", ""conf 4/10"", ""conf 9/10"", ""conf 10/10"", ""conf 3/10"", ""conf 8/10""]","[-474465.1650306599, -474464.2730853067, -474463.6954499155, -474463.6734085184, -474465.194979455, -474463.67926762893, -474462.97351649415, -474464.204067891, -474462.5751698462]","[-35044.23378355213, -35043.81837469621, -35044.540601259774, -35044.15008171562, -35044.3526983068, -35042.55982045446, -35042.15769131736, -35043.41073571531, -35042.07314495852]","[-14.974258579567755, -15.71597477791034, -15.34574418821311, -15.255382823948024, -14.132768374849139, -15.673304133674048, -15.400337512456602, -14.279605591779903, -16.038514647578772]","[229.4862842734814, 229.91128610016324, 229.17793614992075, 229.68949646214475, 230.12552666178414, 230.2752756921021, 230.1196876415748, 230.55828415102252, 231.07432841816225]","[-474250.6530049659, -474250.07777398446, -474249.8632579538, -474249.23929488024, -474249.20222116803, -474249.0772960705, -474248.254166365, -474247.92538933177, -474247.5393560756]",-16.745050517425163,-474465.76535788889,-35045.257629137071,228.52563736431779,-474251.04058142181,0,0.91903903277395826,conformer_refined,false,0,dmso
CLSMGVKFVKUSKS-UHFFFAOYSA-N,0,1,CCCC(CCC)(CCC)C(C(=O)[O-])[NH+](C)C,True,7,"[""conf 1/7"", ""conf 2/7"", ""conf 4/7"", ""conf 3/7"", ""conf 5/7"", ""conf 7/7"", ""conf 6/7""]","[-474444.64167652157, -474444.7018270471, -474442.65445989434, -474441.28170064394, -474442.1671833931, -474442.6407563111, -474441.5678947852]","[-35015.714725483704, -35015.76769084443, -35014.40214165465, -35013.81034765351, -35013.57524881377, -35014.134313737384, -35014.49435940215]","[-35.843968667958336, -34.01038598474596, -36.02531890596257, -36.265655034528734, -35.1355104717411, -34.7357869367629, -35.21332164652492]","[230.9135664447172, 231.41412041772378, 231.43364852008673, 231.12686478140998, 231.3699109432994, 231.48905466864716, 232.57610058871413]","[-474249.5720787448, -474247.2980926141, -474247.2461302802, -474246.420490897, -474245.93278292153, -474245.88748857926, -474244.205115843]",-36.825581052467768,-474445.10891246295,-35016.249681553614,230.18071857323648,-474249.60122132994,1.439360091870185,0.080960967226041763,conformer_refined,false,0,dmso
