species_id,tautomer_id,protomer_id,protomer_smiles,is_zwitterion,conformer_qm_count,conformer_labels,conformer_gas_sp_energy_kcal_mol_list,conformer_gas_sp_energy_xtb_kcal_mol_list,conformer_solvation_free_energy_kcal_mol_list,conformer_rrho_contribution_kcal_mol_list,conformer_solution_phase_free_energy_kcal_mol_list,solvation_free_energy_kcal_mol,gas_sp_energy_kcal_mol,gas_sp_energy_xtb_kcal_mol,rrho_contribution_kcal_mol,solution_phase_free_energy_kcal_mol,delta_g_kcal_mol,boltzmann_fraction,workflow_status,connectivity_mismatch,formal_charge,solvent
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,0,0,CNCC(=O)O,False,6,"[""conf 1/6"", ""conf 2/6"", ""conf 4/6"", ""conf 3/6"", ""conf 5/6"", ""conf 6/6""]","[-203162.6307284173, -203161.1237561686, -203160.607680376, -203159.5854740335, -203159.01656595233, -203157.9954454083]","[-13204.763909294306, -13203.654975429, -13203.139007143845, -13202.389468898717, -13201.242880811607, -13200.464259617067]","[-11.308348232091125, -11.248734832055131, -11.308975741565188, -11.268187625751088, -11.72438701339496, -11.66979368915147]","[45.90955405908951, 46.0485859247535, 45.66738469548037, 45.73517151121012, 45.854411960240675, 46.471637069209166]","[-203128.0295225903, -203126.3239050759, -203126.24927142207, -203125.11849014802, -203124.8865410055, -203123.19360202824]",-12.517625130938374,-203162.69786705048,-13204.891255295328,44.835963749394473,-203128.09579950591,0,0.91185905284432367,conformer_refined,false,0,dmso
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,0,1,C[NH2+]CC(=O)[O-],True,1,"[""conf 2/2""]",[-203143.03843708115],[-13183.039897757735],[-30.88413378496359],[47.211141018041474],[-203126.71142984807],-30.884133784963591,-203143.03843708115,-13183.039897757735,47.211141018041474,-203126.71142984807,1.3843696578405797,0.088140947155676413,conformer_refined,false,0,dmso
