species_id,tautomer_id,protomer_id,protomer_smiles,is_zwitterion,conformer_qm_count,conformer_labels,conformer_gas_sp_energy_kcal_mol_list,conformer_gas_sp_energy_xtb_kcal_mol_list,conformer_solvation_free_energy_kcal_mol_list,conformer_rrho_contribution_kcal_mol_list,conformer_solution_phase_free_energy_kcal_mol_list,solvation_free_energy_kcal_mol,gas_sp_energy_kcal_mol,gas_sp_energy_xtb_kcal_mol,rrho_contribution_kcal_mol,solution_phase_free_energy_kcal_mol,delta_g_kcal_mol,boltzmann_fraction,workflow_status,connectivity_mismatch,screening_solution_phase_free_energy_kcal_mol,screening_solvation_free_energy_kcal_mol,screening_gas_sp_energy_kcal_mol,screening_gas_sp_energy_xtb_kcal_mol,screening_rrho_contribution_kcal_mol,screening_delta_kcal_mol,screening_placeholder_solution_phase_free_energy_kcal_mol,screening_skipped_postopt,solvent,degeneracy,formal_charge
JRUPMONADKBGCD-UHFFFAOYSA-N,0,0,CN(C)C(C(=O)O)C(C(C)(C)C)(C(C)(C)C)C(C)(C)C,False,1,"[""conf 1/1""]",[-548401.5630140143],[-40945.578015654566],[-13.491453692356648],[284.74025910445977],[-548130.3142086022],-13.491453692356648,-548401.56301401427,-40945.578015654566,284.74025910445977,-548130.31420860218,0,1,conformer_refined,false,,,,,,,,,dmso,,0
JRUPMONADKBGCD-UHFFFAOYSA-N,0,1,C[NH+](C)C(C(=O)[O-])C(C(C)(C)C)(C(C)(C)C)C(C)(C)C,True,1,,[-548123.0607600434],[-40663.74909265549],[-40.274185554843825],[292.9030763401546],[-547870.431869258],-40.274185554843825,,-40663.749092655489,292.9030763401546,-548039.47011254472,90.844096057466231,2.5752268859500123e-67,post_xtb_screened_out,,-547870.43186925806,-40.274185554843825,-548123.06076004345,-40663.749092655489,292.9030763401546,90.844096057466231,-548039.47011254472,true,dmso,1,0
