unique_ID,SMILES,original_IUPAC_names,seed_formal_charge,pka_type,required_charge,found,protomer_count,reason,expansion_stage
perrin3493,O=C(O)c1ccccc1F,"benzoic acid, 2-fluoro-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3494,O=C(O)c1cccc(F)c1,"benzoic acid, 3-fluoro-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3495,O=C(O)c1ccc(F)cc1,"benzoic acid, 4-fluoro-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3496,O=C(O)c1ccccc1O,"benzoic acid, 2-hydroxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3497,O=C(O)c1cccc(O)c1,"benzoic acid, 3-hydroxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3498,O=C(O)c1ccc(O)cc1,"benzoic acid, 4-hydroxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3499,O=C(O)c1ccccc1I,"benzoic acid, 2-iodo-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3500,O=C(O)c1cccc(I)c1,"benzoic acid, 3-iodo-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3501,O=C(O)c1ccc(I)cc1,"benzoic acid, 4-iodo-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3502,CC(C)c1ccccc1C(=O)O,"benzoic acid, 2-isopropyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3503,COc1ccccc1C(=O)O,"benzoic acid, 2-methoxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3504,COc1cccc(C(=O)O)c1,"benzoic acid, 3-methoxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3505,COc1ccc(C(=O)O)cc1,"benzoic acid, 4-methoxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3506,Cc1ccccc1C(=O)O,"benzoic acid, 2-methyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3507,Cc1cccc(C(=O)O)c1,"benzoic acid, 3-methyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3508,Cc1ccc(C(=O)O)cc1,"benzoic acid, 4-methyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3509,O=C(O)c1ccccc1[N+](=O)[O-],"benzoic acid, 2-nitro-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3510,O=C(O)c1cccc([N+](=O)[O-])c1,"benzoic acid, 3-nitro-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3511,O=C(O)c1ccc(-c2ccccc2)cc1,"benzoic acid, 4-phenyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3512,Cc1cc(C)c(C(=O)O)c(C)c1,"benzoic acid, 2,4,6-trimethyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3514,c1ccc2c(c1)cc1cccc3c4cccc5cccc(c54)c2c13,Benzoperylene,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3515,O=c1cc2c3cccc4cc5ccccc5c(c5cccc(c1=O)c25)c43,Benzoperylenequinone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3516,O=C(c1ccccc1)c1ccccc1,Benzophenone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3517,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,Benzopyrene,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3518,O=C1C=C(O)C(=O)C=C1O,"1,4-Benzoquinone, 2,5-dihydroxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3518,O=C1C=C(O)C(=O)C=C1O,"1,4-Benzoquinone, 2,5-dihydroxy-",0,pKaH2,2,False,0,charge_state_unreachable,unlimited
perrin3519,CC1(C)CCCOc2ccccc21,"1-Benzoxepin, 2,3,4,5-tetrahydro-5,5-dimethyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3520,Cc1cc(C)c(CO)c(C)c1,"benzyl, 2,4,6-trimethyl-  alcohol-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3521,O=C(c1ccccc1)c1ccc(-c2ccccc2)cc1,"biphenyl, p-benzoyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3522,CC1(C)[C@@H]2CC[C@]1(C)[C@](O)(c1ccccc1)C2,"borneol, 2-phenyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3523,CC(C)(C)O,t-Butanol,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3524,CCCC(=O)c1ccccc1,p-nitroaniline-Butyrophenone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3525,O=C1CCC1,Cyclobutanone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3526,O=C1CCCCCC1,Cycloheptanone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3527,O=C1CCCCC1,Cyclohexanone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3528,O=C1CCCCCCC1,Cyclooctanone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3529,O=C1CCCC1,Cyclopentanone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3530,CC(=O)CC(C)(C)O,Diacetone alcohol,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3532,c1ccc2c(c1)c1ccc3ccc4ccc5ccc6c7ccccc7c2c2c1c3c4c5c62,Dibenzocoronene,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3533,c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,Dibenzopyrene,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3533,c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,Dibenzopyrene,0,pKaH2,2,False,0,charge_state_unreachable,unlimited
perrin3535,CCCCOCCCC,"di-n-butyl, ether-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3536,CCOCC,Diethyl ether,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3539,CC(C)OC(C)C,Di-isopropyl ether,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3540,Cc1cc(C)c(C(O)c2c(C)cc(C)cc2C)c(C)c1,Dimesitylcarbinol,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3541,COC,Dimethyl ether,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3542,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,"2,4-Dinitrochlorobenzene",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3543,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"2,4-Dinitrotoluene",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3544,C1COCCO1,"1,4-Dioxan",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3545,OC(c1ccccc1)c1ccccc1,Diphenylcarbinol,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3546,CC(C)(C)c1ccc(C(O)c2ccc(C(C)(C)C)cc2)cc1,"diphenylcarbinol, 4,4'-di-t-butyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3547,OC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,"diphenylcarbinol, 4,4'-dichloro-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
