species_id,tautomer_id,protomer_id,protomer_smiles,is_zwitterion,conformer_qm_count,conformer_labels,conformer_gas_sp_energy_kcal_mol_list,conformer_gas_sp_energy_xtb_kcal_mol_list,conformer_solvation_free_energy_kcal_mol_list,conformer_rrho_contribution_kcal_mol_list,conformer_solution_phase_free_energy_kcal_mol_list,solvation_free_energy_kcal_mol,gas_sp_energy_kcal_mol,gas_sp_energy_xtb_kcal_mol,rrho_contribution_kcal_mol,solution_phase_free_energy_kcal_mol,delta_g_kcal_mol,boltzmann_fraction,workflow_status,connectivity_mismatch,formal_charge,solvent
DHMQDGOQFOQNFH-UHFFFAOYSA-N,0,0,NCC(=O)O,False,2,"[""conf 1/2"", ""conf 2/2""]","[-178504.68834559852, -178501.22567623926]","[-11218.058216935242, -11214.77216579202]","[-11.531114095383526, -11.84549634188914]","[30.03331758526972, 29.40150902246449]","[-178486.18614210864, -178483.66966355868]",-12.119596410903913,-178504.69005914111,-11218.06052442162,29.226228002862445,-178486.19455602852,1.9414646034711041,0.036375131298397798,conformer_refined,false,0,dmso
DHMQDGOQFOQNFH-UHFFFAOYSA-N,0,1,[NH3+]CC(=O)[O-],True,1,"[""conf 1/1""]",[-178482.69359966452],[-11194.36842813843],[-36.04539920913259],[30.602978241665777],[-178488.136020632],-36.04539920913259,-178482.69359966452,-11194.36842813843,30.602978241665777,-178488.136020632,0,0.96362486870160224,conformer_refined,false,0,dmso
