reaction_index,reaction_smiles,tabulated_constant,temperature_celsius,solvent,temperature,solvent_part,reactant_smiles,product_smiles,n_reactants,n_products
226,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([O:18][CH3:19])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([O:18][CH3:19])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,0.86,60,nitrobenzene,333,1.0,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([O:18][CH3:19])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([O:18][CH3:19])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
227,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([O:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([O:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,0.61,60,nitrobenzene,333,1.0,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([O:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([O:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
228,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([N:18]([CH3:19])[CH3:20])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([N:18]([CH3:19])[CH3:20])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1.01,60,nitrobenzene,333,1.0,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([N:18]([CH3:19])[CH3:20])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([N:18]([CH3:19])[CH3:20])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
229,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([C:18]#[N:19])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([C:18]#[N:19])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,-0.44,60,nitrobenzene,333,1.0,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([C:18]#[N:19])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([C:18]#[N:19])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
230,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][cH:10][c:11]([N+:18](=[O:19])[O-:20])[cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][cH:10][c:11]([N+:18](=[O:19])[O-:20])[cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,-0.13,60,nitrobenzene,333,1.0,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][cH:10][c:11]([N+:18](=[O:19])[O-:20])[cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][cH:10][c:11]([N+:18](=[O:19])[O-:20])[cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
231,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([N+:18](=[O:19])[O-:20])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([N+:18](=[O:19])[O-:20])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,-0.97,60,nitrobenzene,333,1.0,[C:1](=[C:2](/[CH3:3])[CH3:7])(\[NH:4][c:6]1[cH:8][cH:9][c:10]([N+:18](=[O:19])[O-:20])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[C:1](\[CH:2]([CH3:3])[CH3:7])(=[N:4]/[c:6]1[cH:8][cH:9][c:10]([N+:18](=[O:19])[O-:20])[cH:11][cH:12]1)[c:5]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
232,[C:1](=[CH:2]\[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)(\[NH:3][CH3:5])[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[C:1](\[CH2:2][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)(=[N:3]/[CH3:5])[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,0.1,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)(\[NH:3][CH3:5])[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,[C:1](\[CH2:2][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)(=[N:3]/[CH3:5])[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,1,1
233,[C:1](=[CH:2]\[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)(\[NH:3][CH3:5])[CH2:4][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](\[CH2:2][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)(=[N:3]\[CH3:5])[CH2:4][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,-0.16,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)(\[NH:3][CH3:5])[CH2:4][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[C:1](\[CH2:2][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)(=[N:3]\[CH3:5])[CH2:4][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
234,[C:1](=[CH:2]\[C:6](=[O:14])[O:15][CH2:16][CH3:17])(\[NH:3][N:5]([c:7]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH3:8])[CH3:4]>>[C:1](\[CH2:2][C:6](=[O:14])[O:15][CH2:16][CH3:17])(=[N:3]/[N:5]([c:7]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH3:8])[CH3:4],-0.66,80,methanesulfinylmethane,353,1.0,[C:1](=[CH:2]\[C:6](=[O:14])[O:15][CH2:16][CH3:17])(\[NH:3][N:5]([c:7]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH3:8])[CH3:4],[C:1](\[CH2:2][C:6](=[O:14])[O:15][CH2:16][CH3:17])(=[N:3]/[N:5]([c:7]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH3:8])[CH3:4],1,1
235,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,0.82,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1,1
236,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:12][cH:13][c:14]([Cl:17])[cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:12][cH:13][c:14]([Cl:17])[cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,0.5,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:12][cH:13][c:14]([Cl:17])[cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:12][cH:13][c:14]([Cl:17])[cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1,1
237,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1.2,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1)[c:4]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1,1
238,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH3:4]>>[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH3:4],0.9,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH3:4],[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH3:4],1,1
239,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:7][cH:8][c:9]([Cl:12])[cH:10][cH:11]1)[CH3:4]>>[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:7][cH:8][c:9]([Cl:12])[cH:10][cH:11]1)[CH3:4],0.59,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:7][cH:8][c:9]([Cl:12])[cH:10][cH:11]1)[CH3:4],[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:7][cH:8][c:9]([Cl:12])[cH:10][cH:11]1)[CH3:4],1,1
240,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:7][cH:8][c:9]([O:12][CH3:13])[cH:10][cH:11]1)[CH3:4]>>[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:7][cH:8][c:9]([O:12][CH3:13])[cH:10][cH:11]1)[CH3:4],0.93,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[CH3:6])(\[NH:3][c:5]1[cH:7][cH:8][c:9]([O:12][CH3:13])[cH:10][cH:11]1)[CH3:4],[C:1](\[CH2:2][CH3:6])(=[N:3]/[c:5]1[cH:7][cH:8][c:9]([O:12][CH3:13])[cH:10][cH:11]1)[CH3:4],1,1
241,[C:1](=[CH:2]\[c:6]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([Cl:22])[cH:10][cH:11]1)[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[C:1](\[CH2:2][c:6]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)(=[N:3]/[c:5]1[cH:7][cH:8][c:9]([Cl:22])[cH:10][cH:11]1)[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,-0.59,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[c:6]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([Cl:22])[cH:10][cH:11]1)[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,[C:1](\[CH2:2][c:6]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)(=[N:3]/[c:5]1[cH:7][cH:8][c:9]([Cl:22])[cH:10][cH:11]1)[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,1,1
242,[C:1](=[CH:2]\[c:6]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([O:22][CH3:23])[cH:10][cH:11]1)[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[C:1](\[CH2:2][c:6]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)(=[N:3]/[c:5]1[cH:7][cH:8][c:9]([O:22][CH3:23])[cH:10][cH:11]1)[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,0.12,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[c:6]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([O:22][CH3:23])[cH:10][cH:11]1)[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,[C:1](\[CH2:2][c:6]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)(=[N:3]/[c:5]1[cH:7][cH:8][c:9]([O:22][CH3:23])[cH:10][cH:11]1)[c:4]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,1,1
243,[C:1](=[CH:2]\[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(\[NH:3][c:5]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[C:1](\[CH2:2][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(=[N:3]\[c:5]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,0.67,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(\[NH:3][c:5]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[C:1](\[CH2:2][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(=[N:3]\[c:5]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,1,1
244,[C:1](=[CH:2]\[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([Cl:23])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[C:1](\[CH2:2][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(=[N:3]\[c:5]1[cH:7][cH:8][c:9]([Cl:23])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,0.34,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([Cl:23])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[C:1](\[CH2:2][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(=[N:3]\[c:5]1[cH:7][cH:8][c:9]([Cl:23])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,1,1
245,[C:1](=[CH:2]\[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([O:23][CH3:24])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[C:1](\[CH2:2][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(=[N:3]\[c:5]1[cH:7][cH:8][c:9]([O:23][CH3:24])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,0.89,55,methanesulfinylmethane,328,1.0,[C:1](=[CH:2]\[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([O:23][CH3:24])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[C:1](\[CH2:2][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(=[N:3]\[c:5]1[cH:7][cH:8][c:9]([O:23][CH3:24])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,1,1
246,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH3:6])[CH3:5]>>[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH3:6])[CH3:5],0.18,30,tetrachloromethane,303,1.0,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH3:6])[CH3:5],[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH3:6])[CH3:5],1,1
247,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH:6]([CH3:14])[CH3:15])[CH3:5]>>[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH:6]([CH3:14])[CH3:15])[CH3:5],0.33,30,tetrachloromethane,303,1.0,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH:6]([CH3:14])[CH3:15])[CH3:5],[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH:6]([CH3:14])[CH3:15])[CH3:5],1,1
248,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH2:6][CH2:14][CH2:15][CH2:16][CH3:17])[CH3:5]>>[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH2:6][CH2:14][CH2:15][CH2:16][CH3:17])[CH3:5],0.18,30,tetrachloromethane,303,1.0,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH2:6][CH2:14][CH2:15][CH2:16][CH3:17])[CH3:5],[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH2:6][CH2:14][CH2:15][CH2:16][CH3:17])[CH3:5],1,1
249,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH2:6][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[CH3:5]>>[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH2:6][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[CH3:5],0.18,30,tetrachloromethane,303,1.0,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH2:6][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[CH3:5],[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH2:6][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[CH3:5],1,1
250,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH2:6][CH:14]=[CH2:15])[CH3:5]>>[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH2:6][CH:14]=[CH2:15])[CH3:5],0.18,30,tetrachloromethane,303,1.0,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH2:6][CH:14]=[CH2:15])[CH3:5],[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH2:6][CH:14]=[CH2:15])[CH3:5],1,1
251,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH:6]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1)[CH3:5]>>[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH:6]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1)[CH3:5],0.33,30,tetrachloromethane,303,1.0,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][CH:6]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1)[CH3:5],[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[CH:6]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1)[CH3:5],1,1
252,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][c:6]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[CH3:5]>>[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[c:6]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[CH3:5],1.2,30,tetrachloromethane,303,1.0,[C:1](=[C:2](/[C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(\[NH:4][c:6]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[CH3:5],[C:1](\[CH:2]([C:3](=[O:10])[O:11][CH2:12][CH3:13])[CH:7]([CH3:8])[CH3:9])(=[N:4]/[c:6]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[CH3:5],1,1
253,[C:1](=[CH:2]\[C:6]([O:7][CH2:11][CH3:12])=[O:8])(\[NH:3][N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](\[CH2:2][C:6]([O:7][CH2:11][CH3:12])=[O:8])(=[N:3]/[N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,0.0,30,tetrachloromethane,303,1.0,[C:1](=[CH:2]\[C:6]([O:7][CH2:11][CH3:12])=[O:8])(\[NH:3][N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[C:1](\[CH2:2][C:6]([O:7][CH2:11][CH3:12])=[O:8])(=[N:3]/[N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
254,[C:1](=[CH:2]\[C:6]([O:7][CH2:11][CH3:12])=[O:8])(\[NH:3][N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][c:15]([CH3:18])[cH:16][cH:17]1>>[C:1](\[CH2:2][C:6]([O:7][CH2:11][CH3:12])=[O:8])(=[N:3]/[N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][c:15]([CH3:18])[cH:16][cH:17]1,-0.09,30,tetrachloromethane,303,1.0,[C:1](=[CH:2]\[C:6]([O:7][CH2:11][CH3:12])=[O:8])(\[NH:3][N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][c:15]([CH3:18])[cH:16][cH:17]1,[C:1](\[CH2:2][C:6]([O:7][CH2:11][CH3:12])=[O:8])(=[N:3]/[N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][c:15]([CH3:18])[cH:16][cH:17]1,1,1
255,[C:1](=[CH:2]\[C:6]([O:7][CH2:11][CH3:12])=[O:8])(\[NH:3][N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1>>[C:1](\[CH2:2][C:6]([O:7][CH2:11][CH3:12])=[O:8])(=[N:3]/[N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,-0.04,30,tetrachloromethane,303,1.0,[C:1](=[CH:2]\[C:6]([O:7][CH2:11][CH3:12])=[O:8])(\[NH:3][N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,[C:1](\[CH2:2][C:6]([O:7][CH2:11][CH3:12])=[O:8])(=[N:3]/[N:5]([CH3:9])[CH3:10])[c:4]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,1,1
